id,visitors
air_2195cd5025a98033_2017-05-06,28.359573
air_2195cd5025a98033_2017-05-07,25.610676
air_2195cd5025a98033_2017-05-08,25.933561
air_2195cd5025a98033_2017-05-09,31.548626
air_2195cd5025a98033_2017-05-10,36.674862
air_2195cd5025a98033_2017-05-11,30.41478
air_2195cd5025a98033_2017-05-12,36.873985
air_2195cd5025a98033_2017-05-13,28.562962
air_2195cd5025a98033_2017-05-14,25.922068
air_2195cd5025a98033_2017-05-15,25.790665
air_2195cd5025a98033_2017-05-16,32.463764
air_2195cd5025a98033_2017-05-17,37.88052
air_2195cd5025a98033_2017-05-18,32.458324
air_2195cd5025a98033_2017-05-19,36.766556
air_2195cd5025a98033_2017-05-20,28.943935
air_2195cd5025a98033_2017-05-21,26.68907
air_2195cd5025a98033_2017-05-22,27.421803
air_2195cd5025a98033_2017-05-23,32.39022
air_2195cd5025a98033_2017-05-24,38.98038
air_2195cd5025a98033_2017-05-25,34.037716
air_2195cd5025a98033_2017-05-26,35.92568
air_2195cd5025a98033_2017-05-27,29.72772
air_2195cd5025a98033_2017-05-28,26.360899
air_2195cd5025a98033_2017-05-29,29.273207
air_2195cd5025a98033_2017-05-30,32.031475
air_2195cd5025a98033_2017-05-31,39.165234
air_21f5052d5330528d_2017-04-23,37.155476
air_21f5052d5330528d_2017-04-24,25.46153
air_21f5052d5330528d_2017-04-25,9.201442
air_21f5052d5330528d_2017-04-26,18.663301
air_21f5052d5330528d_2017-04-27,27.129253
air_21f5052d5330528d_2017-04-28,34.852947
air_21f5052d5330528d_2017-04-29,40.161156
air_21f5052d5330528d_2017-04-30,37.06111
air_21f5052d5330528d_2017-05-01,22.254013
air_21f5052d5330528d_2017-05-02,8.146984
air_21f5052d5330528d_2017-05-03,40.59586
air_21f5052d5330528d_2017-05-04,46.65027
air_21f5052d5330528d_2017-05-05,59.25276
air_21f5052d5330528d_2017-05-06,38.669098
air_21f5052d5330528d_2017-05-07,35.605404
air_21f5052d5330528d_2017-05-08,24.393997
air_21f5052d5330528d_2017-05-09,8.555773
air_21f5052d5330528d_2017-05-10,13.920425
air_21f5052d5330528d_2017-05-11,23.073895
air_21f5052d5330528d_2017-05-12,31.400219
air_21f5052d5330528d_2017-05-13,41.39752
air_21f5052d5330528d_2017-05-14,36.412434
air_21f5052d5330528d_2017-05-15,25.67225
air_21f5052d5330528d_2017-05-16,9.426656
air_21f5052d5330528d_2017-05-17,16.22188
air_21f5052d5330528d_2017-05-18,26.032375
air_21f5052d5330528d_2017-05-19,34.216923
air_21f5052d5330528d_2017-05-20,44.367844
air_21f5052d5330528d_2017-05-21,36.596416
air_21f5052d5330528d_2017-05-22,27.034958
air_21f5052d5330528d_2017-05-23,10.202305
air_21f5052d5330528d_2017-05-24,19.161833
air_21f5052d5330528d_2017-05-25,28.761232
air_21f5052d5330528d_2017-05-26,35.993073
air_21f5052d5330528d_2017-05-27,46.656155
air_21f5052d5330528d_2017-05-28,36.592834
air_21f5052d5330528d_2017-05-29,29.294737
air_21f5052d5330528d_2017-05-30,11.863125
air_21f5052d5330528d_2017-05-31,22.806396
air_220cba70c890b119_2017-04-23,15.841593
air_220cba70c890b119_2017-04-24,7.9568796
air_220cba70c890b119_2017-04-25,8.922014
air_220cba70c890b119_2017-04-26,7.7582455
air_220cba70c890b119_2017-04-27,6.743982
air_220cba70c890b119_2017-04-28,8.851116
air_220cba70c890b119_2017-04-29,17.517548
air_220cba70c890b119_2017-04-30,15.940014
air_220cba70c890b119_2017-05-01,6.806857
air_220cba70c890b119_2017-05-02,7.2660646
air_220cba70c890b119_2017-05-03,16.391024
air_220cba70c890b119_2017-05-04,14.879341
air_220cba70c890b119_2017-05-05,17.84849
air_220cba70c890b119_2017-05-06,16.794436
air_220cba70c890b119_2017-05-07,15.198078
air_220cba70c890b119_2017-05-08,7.518258
air_220cba70c890b119_2017-05-09,7.701626
air_220cba70c890b119_2017-05-10,7.0279226
air_220cba70c890b119_2017-05-11,5.826623
air_220cba70c890b119_2017-05-12,7.8943834
air_220cba70c890b119_2017-05-13,17.831997
air_220cba70c890b119_2017-05-14,16.414125
air_220cba70c890b119_2017-05-15,8.094997
air_220cba70c890b119_2017-05-16,8.666679
air_220cba70c890b119_2017-05-17,7.5106983
air_220cba70c890b119_2017-05-18,6.4184217
air_220cba70c890b119_2017-05-19,8.542918
air_220cba70c890b119_2017-05-20,19.087088
air_220cba70c890b119_2017-05-21,16.892784
air_220cba70c890b119_2017-05-22,8.596943
air_220cba70c890b119_2017-05-23,9.966791
air_220cba70c890b119_2017-05-24,8.443373
air_220cba70c890b119_2017-05-25,7.142045
air_220cba70c890b119_2017-05-26,9.729294
air_220cba70c890b119_2017-05-27,21.224808
air_220cba70c890b119_2017-05-28,17.386997
air_220cba70c890b119_2017-05-29,9.150486
air_220cba70c890b119_2017-05-30,11.345903
air_220cba70c890b119_2017-05-31,9.75969
air_22682e965418936f_2017-04-23,4.2884603
air_22682e965418936f_2017-04-24,4.1832376
air_22682e965418936f_2017-04-25,8.088877
air_22682e965418936f_2017-04-26,7.1973953
air_22682e965418936f_2017-04-27,7.8545465
air_22682e965418936f_2017-04-28,7.6786976
air_22682e965418936f_2017-04-29,10.067738
air_22682e965418936f_2017-04-30,4.838324
air_22682e965418936f_2017-05-01,4.3900456
air_22682e965418936f_2017-05-02,6.216478
air_22682e965418936f_2017-05-03,9.397006
air_22682e965418936f_2017-05-04,9.676371
air_22682e965418936f_2017-05-05,11.415423
air_22682e965418936f_2017-05-06,12.552803
air_22682e965418936f_2017-05-07,3.96902
air_22682e965418936f_2017-05-08,4.3638816
air_22682e965418936f_2017-05-09,6.815381
air_22682e965418936f_2017-05-10,6.8546653
air_22682e965418936f_2017-05-11,6.5942793
air_22682e965418936f_2017-05-12,7.4467554
air_22682e965418936f_2017-05-13,12.5427475
air_22682e965418936f_2017-05-14,4.123171
air_22682e965418936f_2017-05-15,4.294092
air_22682e965418936f_2017-05-16,7.661805
air_22682e965418936f_2017-05-17,7.1591587
air_22682e965418936f_2017-05-18,7.116338
air_22682e965418936f_2017-05-19,7.6293316
air_22682e965418936f_2017-05-20,12.136525
air_22682e965418936f_2017-05-21,4.2887087
air_22682e965418936f_2017-05-22,4.464486
air_22682e965418936f_2017-05-23,8.609975
air_22682e965418936f_2017-05-24,7.3370895
air_22682e965418936f_2017-05-25,7.8889275
air_22682e965418936f_2017-05-26,7.9306364
air_22682e965418936f_2017-05-27,11.422982
air_22682e965418936f_2017-05-28,4.7066474
air_22682e965418936f_2017-05-29,4.8723493
air_22682e965418936f_2017-05-30,9.839236
air_22682e965418936f_2017-05-31,7.6206665
air_228f10bec0bda9c8_2017-04-23,5.994146
air_228f10bec0bda9c8_2017-04-24,10.812538
air_228f10bec0bda9c8_2017-04-25,16.153229
air_228f10bec0bda9c8_2017-04-26,23.318316
air_228f10bec0bda9c8_2017-04-27,22.247616
air_228f10bec0bda9c8_2017-04-28,20.389019
air_228f10bec0bda9c8_2017-04-29,13.595248
air_228f10bec0bda9c8_2017-04-30,6.189039
air_228f10bec0bda9c8_2017-05-01,8.960703
air_228f10bec0bda9c8_2017-05-02,13.935545
air_228f10bec0bda9c8_2017-05-03,27.716543
air_228f10bec0bda9c8_2017-05-04,22.561872
air_228f10bec0bda9c8_2017-05-05,22.211195
air_228f10bec0bda9c8_2017-05-06,17.69417
air_228f10bec0bda9c8_2017-05-07,6.6717734
air_228f10bec0bda9c8_2017-05-08,9.695361
air_228f10bec0bda9c8_2017-05-09,15.053986
air_228f10bec0bda9c8_2017-05-10,20.396425
air_228f10bec0bda9c8_2017-05-11,20.939241
air_228f10bec0bda9c8_2017-05-12,20.266857
air_228f10bec0bda9c8_2017-05-13,17.4722
air_228f10bec0bda9c8_2017-05-14,6.484358
air_228f10bec0bda9c8_2017-05-15,10.891367
air_228f10bec0bda9c8_2017-05-16,16.128056
air_228f10bec0bda9c8_2017-05-17,23.143524
air_228f10bec0bda9c8_2017-05-18,22.981903
air_228f10bec0bda9c8_2017-05-19,20.927977
air_228f10bec0bda9c8_2017-05-20,17.780697
air_228f10bec0bda9c8_2017-05-21,6.4331555
air_228f10bec0bda9c8_2017-05-22,11.799966
air_228f10bec0bda9c8_2017-05-23,17.95921
air_228f10bec0bda9c8_2017-05-24,25.05855
air_228f10bec0bda9c8_2017-05-25,25.119097
air_228f10bec0bda9c8_2017-05-26,21.985199
air_228f10bec0bda9c8_2017-05-27,18.937443
air_228f10bec0bda9c8_2017-05-28,6.5340376
air_228f10bec0bda9c8_2017-05-29,12.278496
air_228f10bec0bda9c8_2017-05-30,19.511988
air_228f10bec0bda9c8_2017-05-31,25.79883
air_232dcee6f7c51d37_2017-04-23,9.829787
air_232dcee6f7c51d37_2017-04-24,5.116947
air_232dcee6f7c51d37_2017-04-25,6.2179284
air_232dcee6f7c51d37_2017-04-26,6.025868
air_232dcee6f7c51d37_2017-04-27,6.8194776
air_232dcee6f7c51d37_2017-04-28,7.030756
air_232dcee6f7c51d37_2017-04-29,9.847695
air_232dcee6f7c51d37_2017-04-30,9.481
air_232dcee6f7c51d37_2017-05-01,5.9415894
air_232dcee6f7c51d37_2017-05-02,6.530381
air_232dcee6f7c51d37_2017-05-03,11.741127
air_232dcee6f7c51d37_2017-05-04,8.77431
air_232dcee6f7c51d37_2017-05-05,10.488194
air_232dcee6f7c51d37_2017-05-06,8.20818
air_232dcee6f7c51d37_2017-05-07,9.606589
air_232dcee6f7c51d37_2017-05-08,5.523531
air_232dcee6f7c51d37_2017-05-09,6.421707
air_232dcee6f7c51d37_2017-05-10,5.620065
air_232dcee6f7c51d37_2017-05-11,5.6727414
air_232dcee6f7c51d37_2017-05-12,6.612364
air_232dcee6f7c51d37_2017-05-13,8.410957
air_232dcee6f7c51d37_2017-05-14,9.996623
air_232dcee6f7c51d37_2017-05-15,5.3079076
air_232dcee6f7c51d37_2017-05-16,6.307787
air_232dcee6f7c51d37_2017-05-17,5.766352
air_232dcee6f7c51d37_2017-05-18,6.286864
air_232dcee6f7c51d37_2017-05-19,7.0370846
air_232dcee6f7c51d37_2017-05-20,8.938378
air_232dcee6f7c51d37_2017-05-21,10.368889
air_232dcee6f7c51d37_2017-05-22,5.3685026
air_232dcee6f7c51d37_2017-05-23,6.3903246
air_232dcee6f7c51d37_2017-05-24,6.1545057
air_232dcee6f7c51d37_2017-05-25,7.1519375
air_232dcee6f7c51d37_2017-05-26,7.375062
air_232dcee6f7c51d37_2017-05-27,9.495163
air_232dcee6f7c51d37_2017-05-28,10.0625725
air_232dcee6f7c51d37_2017-05-29,5.6898336
air_232dcee6f7c51d37_2017-05-30,7.082735
air_232dcee6f7c51d37_2017-05-31,6.897281
air_234d3dbf7f3d5a50_2017-04-23,6.9991264
air_234d3dbf7f3d5a50_2017-04-24,4.945582
air_234d3dbf7f3d5a50_2017-04-25,5.4224725
air_234d3dbf7f3d5a50_2017-04-26,4.0954957
air_234d3dbf7f3d5a50_2017-04-27,3.0458403
air_234d3dbf7f3d5a50_2017-04-28,6.6137247
air_234d3dbf7f3d5a50_2017-04-29,11.700274
air_234d3dbf7f3d5a50_2017-04-30,7.926799
air_234d3dbf7f3d5a50_2017-05-01,5.688962
air_234d3dbf7f3d5a50_2017-05-02,5.064672
air_234d3dbf7f3d5a50_2017-05-03,9.6306305
air_234d3dbf7f3d5a50_2017-05-04,5.7383966
air_234d3dbf7f3d5a50_2017-05-05,14.999107
air_234d3dbf7f3d5a50_2017-05-06,11.663701
air_234d3dbf7f3d5a50_2017-05-07,6.4185634
air_234d3dbf7f3d5a50_2017-05-08,5.4020176
air_234d3dbf7f3d5a50_2017-05-09,5.309341
air_234d3dbf7f3d5a50_2017-05-10,4.6213984
air_234d3dbf7f3d5a50_2017-05-11,2.6316018
air_234d3dbf7f3d5a50_2017-05-12,5.8964524
air_234d3dbf7f3d5a50_2017-05-13,12.707862
air_234d3dbf7f3d5a50_2017-05-14,6.849547
air_234d3dbf7f3d5a50_2017-05-15,5.155278
air_234d3dbf7f3d5a50_2017-05-16,5.554251
air_234d3dbf7f3d5a50_2017-05-17,4.302164
air_234d3dbf7f3d5a50_2017-05-18,2.872392
air_234d3dbf7f3d5a50_2017-05-19,6.2691154
air_234d3dbf7f3d5a50_2017-05-20,13.155116
air_234d3dbf7f3d5a50_2017-05-21,7.5362425
air_234d3dbf7f3d5a50_2017-05-22,5.1785245
air_234d3dbf7f3d5a50_2017-05-23,5.621475
air_234d3dbf7f3d5a50_2017-05-24,4.1082215
air_234d3dbf7f3d5a50_2017-05-25,3.1470299
air_234d3dbf7f3d5a50_2017-05-26,6.6934223
air_234d3dbf7f3d5a50_2017-05-27,13.702414
air_234d3dbf7f3d5a50_2017-05-28,8.393441
air_234d3dbf7f3d5a50_2017-05-29,5.519692
air_234d3dbf7f3d5a50_2017-05-30,5.531271
air_234d3dbf7f3d5a50_2017-05-31,4.2938504
air_23e1b11aee2a1407_2017-04-23,80.81729
air_23e1b11aee2a1407_2017-04-24,35.487827
air_23e1b11aee2a1407_2017-04-25,36.068893
air_23e1b11aee2a1407_2017-04-26,31.785751
air_23e1b11aee2a1407_2017-04-27,38.033867
air_23e1b11aee2a1407_2017-04-28,39.291107
air_23e1b11aee2a1407_2017-04-29,75.003334
air_23e1b11aee2a1407_2017-04-30,82.819534
air_23e1b11aee2a1407_2017-05-01,32.945393
air_23e1b11aee2a1407_2017-05-02,34.897392
air_23e1b11aee2a1407_2017-05-03,55.285503
air_23e1b11aee2a1407_2017-05-04,65.9881
air_23e1b11aee2a1407_2017-05-05,67.925224
air_23e1b11aee2a1407_2017-05-06,68.14611
air_23e1b11aee2a1407_2017-05-07,71.98359
air_23e1b11aee2a1407_2017-05-08,32.524155
air_23e1b11aee2a1407_2017-05-09,35.05286
air_23e1b11aee2a1407_2017-05-10,27.872437
air_23e1b11aee2a1407_2017-05-11,34.214306
air_23e1b11aee2a1407_2017-05-12,37.221176
air_23e1b11aee2a1407_2017-05-13,71.77872
air_23e1b11aee2a1407_2017-05-14,76.104485
air_23e1b11aee2a1407_2017-05-15,34.529846
air_23e1b11aee2a1407_2017-05-16,35.501556
air_23e1b11aee2a1407_2017-05-17,29.740969
air_23e1b11aee2a1407_2017-05-18,36.522022
air_23e1b11aee2a1407_2017-05-19,38.531086
air_23e1b11aee2a1407_2017-05-20,75.435715
air_23e1b11aee2a1407_2017-05-21,81.32054
air_23e1b11aee2a1407_2017-05-22,36.79823
air_23e1b11aee2a1407_2017-05-23,36.38064
air_23e1b11aee2a1407_2017-05-24,33.054047
air_23e1b11aee2a1407_2017-05-25,38.76248
air_23e1b11aee2a1407_2017-05-26,40.560707
air_23e1b11aee2a1407_2017-05-27,80.5034
air_23e1b11aee2a1407_2017-05-28,84.727875
air_23e1b11aee2a1407_2017-05-29,40.37184
air_23e1b11aee2a1407_2017-05-30,39.336933
air_23e1b11aee2a1407_2017-05-31,37.750923
air_23ee674e91469086_2017-04-23,45.69248
air_23ee674e91469086_2017-04-24,25.808376
air_23ee674e91469086_2017-04-25,28.620363
air_23ee674e91469086_2017-04-26,22.583319
air_23ee674e91469086_2017-04-27,32.277164
air_23ee674e91469086_2017-04-28,35.167503
air_23ee674e91469086_2017-04-29,45.292126
air_23ee674e91469086_2017-04-30,45.909863
air_23ee674e91469086_2017-05-01,23.761051
air_23ee674e91469086_2017-05-02,27.284912
air_23ee674e91469086_2017-05-03,37.9289
air_23ee674e91469086_2017-05-04,40.765053
air_23ee674e91469086_2017-05-05,48.25535
air_23ee674e91469086_2017-05-06,45.141785
air_23ee674e91469086_2017-05-07,43.891407
air_23ee674e91469086_2017-05-08,24.978428
air_23ee674e91469086_2017-05-09,27.545343
air_23ee674e91469086_2017-05-10,22.856544
air_23ee674e91469086_2017-05-11,28.770273
air_23ee674e91469086_2017-05-12,31.200302
air_23ee674e91469086_2017-05-13,48.267258
air_23ee674e91469086_2017-05-14,46.870697
air_23ee674e91469086_2017-05-15,26.502953
air_23ee674e91469086_2017-05-16,28.227182
air_23ee674e91469086_2017-05-17,23.218021
air_23ee674e91469086_2017-05-18,30.457712
air_23ee674e91469086_2017-05-19,33.46284
air_23ee674e91469086_2017-05-20,53.31299
air_23ee674e91469086_2017-05-21,48.792202
air_23ee674e91469086_2017-05-22,28.127844
air_23ee674e91469086_2017-05-23,29.361088
air_23ee674e91469086_2017-05-24,24.251333
air_23ee674e91469086_2017-05-25,33.86903
air_23ee674e91469086_2017-05-26,36.593136
air_23ee674e91469086_2017-05-27,58.37101
air_23ee674e91469086_2017-05-28,48.979836
air_23ee674e91469086_2017-05-29,29.579842
air_23ee674e91469086_2017-05-30,31.588257
air_23ee674e91469086_2017-05-31,26.815224
air_24b9b2a020826ede_2017-04-23,8.881103
air_24b9b2a020826ede_2017-04-24,20.856627
air_24b9b2a020826ede_2017-04-25,26.438179
air_24b9b2a020826ede_2017-04-26,33.69204
air_24b9b2a020826ede_2017-04-27,34.177216
air_24b9b2a020826ede_2017-04-28,49.072796
air_24b9b2a020826ede_2017-04-29,26.46644
air_24b9b2a020826ede_2017-04-30,9.84574
air_24b9b2a020826ede_2017-05-01,13.637613
air_24b9b2a020826ede_2017-05-02,18.941074
air_24b9b2a020826ede_2017-05-03,20.82329
air_24b9b2a020826ede_2017-05-04,20.517677
air_24b9b2a020826ede_2017-05-05,34.614708
air_24b9b2a020826ede_2017-05-06,28.369879
air_24b9b2a020826ede_2017-05-07,8.095874
air_24b9b2a020826ede_2017-05-08,15.47032
air_24b9b2a020826ede_2017-05-09,21.224686
air_24b9b2a020826ede_2017-05-10,25.130432
air_24b9b2a020826ede_2017-05-11,25.829721
air_24b9b2a020826ede_2017-05-12,43.739365
air_24b9b2a020826ede_2017-05-13,31.838776
air_24b9b2a020826ede_2017-05-14,8.091321
air_24b9b2a020826ede_2017-05-15,18.289108
air_24b9b2a020826ede_2017-05-16,24.653852
air_24b9b2a020826ede_2017-05-17,28.942392
air_24b9b2a020826ede_2017-05-18,30.06145
air_24b9b2a020826ede_2017-05-19,46.0005
air_24b9b2a020826ede_2017-05-20,35.61745
air_24b9b2a020826ede_2017-05-21,8.732098
air_24b9b2a020826ede_2017-05-22,21.615423
air_24b9b2a020826ede_2017-05-23,28.073048
air_24b9b2a020826ede_2017-05-24,33.54008
air_24b9b2a020826ede_2017-05-25,35.021053
air_24b9b2a020826ede_2017-05-26,48.507534
air_24b9b2a020826ede_2017-05-27,38.981884
air_24b9b2a020826ede_2017-05-28,9.839559
air_24b9b2a020826ede_2017-05-29,24.579256
air_24b9b2a020826ede_2017-05-30,31.471783
air_24b9b2a020826ede_2017-05-31,38.10011
air_24e8414b9b07decb_2017-04-23,3.7462292
air_24e8414b9b07decb_2017-04-24,6.002017
air_24e8414b9b07decb_2017-04-25,6.37599
air_24e8414b9b07decb_2017-04-26,8.691817
air_24e8414b9b07decb_2017-04-27,6.8287115
air_24e8414b9b07decb_2017-04-28,7.620948
air_24e8414b9b07decb_2017-04-29,6.8252125
air_24e8414b9b07decb_2017-04-30,4.081967
air_24e8414b9b07decb_2017-05-01,5.2759304
air_24e8414b9b07decb_2017-05-02,6.1857724
air_24e8414b9b07decb_2017-05-03,9.794692
air_24e8414b9b07decb_2017-05-04,5.1112556
air_24e8414b9b07decb_2017-05-05,9.864907
air_24e8414b9b07decb_2017-05-06,6.105371
air_24e8414b9b07decb_2017-05-07,3.2866883
air_24e8414b9b07decb_2017-05-08,5.549489
air_24e8414b9b07decb_2017-05-09,6.7040186
air_24e8414b9b07decb_2017-05-10,6.9442677
air_24e8414b9b07decb_2017-05-11,6.744833
air_24e8414b9b07decb_2017-05-12,8.244657
air_24e8414b9b07decb_2017-05-13,6.3274493
air_24e8414b9b07decb_2017-05-14,3.6133776
air_24e8414b9b07decb_2017-05-15,5.939728
air_24e8414b9b07decb_2017-05-16,6.9131603
air_24e8414b9b07decb_2017-05-17,7.904214
air_24e8414b9b07decb_2017-05-18,7.0904083
air_24e8414b9b07decb_2017-05-19,8.344373
air_24e8414b9b07decb_2017-05-20,6.750986
air_24e8414b9b07decb_2017-05-21,4.0934114
air_24e8414b9b07decb_2017-05-22,6.4965463
air_24e8414b9b07decb_2017-05-23,7.083234
air_24e8414b9b07decb_2017-05-24,8.770298
air_24e8414b9b07decb_2017-05-25,7.396723
air_24e8414b9b07decb_2017-05-26,8.455042
air_24e8414b9b07decb_2017-05-27,7.114873
air_24e8414b9b07decb_2017-05-28,4.49174
air_24e8414b9b07decb_2017-05-29,6.909011
air_24e8414b9b07decb_2017-05-30,7.3325863
air_24e8414b9b07decb_2017-05-31,9.714896
air_2545dd3a00f265e2_2017-04-23,69.40413
air_2545dd3a00f265e2_2017-04-24,36.50079
air_2545dd3a00f265e2_2017-04-25,34.621433
air_2545dd3a00f265e2_2017-04-26,41.35531
air_2545dd3a00f265e2_2017-04-27,35.671722
air_2545dd3a00f265e2_2017-04-28,38.07083
air_2545dd3a00f265e2_2017-04-29,71.77414
air_2545dd3a00f265e2_2017-04-30,70.85379
air_2545dd3a00f265e2_2017-05-01,35.65679
air_2545dd3a00f265e2_2017-05-02,36.45879
air_2545dd3a00f265e2_2017-05-03,67.31883
air_2545dd3a00f265e2_2017-05-04,62.65013
air_2545dd3a00f265e2_2017-05-05,69.10859
air_2545dd3a00f265e2_2017-05-06,69.741554
air_2545dd3a00f265e2_2017-05-07,67.6121
air_2545dd3a00f265e2_2017-05-08,35.702057
air_2545dd3a00f265e2_2017-05-09,36.064495
air_2545dd3a00f265e2_2017-05-10,37.47113
air_2545dd3a00f265e2_2017-05-11,36.18778
air_2545dd3a00f265e2_2017-05-12,38.449757
air_2545dd3a00f265e2_2017-05-13,70.65661
air_2545dd3a00f265e2_2017-05-14,69.46243
air_2545dd3a00f265e2_2017-05-15,36.584984
air_2545dd3a00f265e2_2017-05-16,35.87342
air_2545dd3a00f265e2_2017-05-17,40.400673
air_2545dd3a00f265e2_2017-05-18,37.011562
air_2545dd3a00f265e2_2017-05-19,38.382206
air_2545dd3a00f265e2_2017-05-20,73.05967
air_2545dd3a00f265e2_2017-05-21,71.51037
air_2545dd3a00f265e2_2017-05-22,38.000267
air_2545dd3a00f265e2_2017-05-23,36.501595
air_2545dd3a00f265e2_2017-05-24,43.988224
air_2545dd3a00f265e2_2017-05-25,37.947803
air_2545dd3a00f265e2_2017-05-26,39.435013
air_2545dd3a00f265e2_2017-05-27,75.38347
air_2545dd3a00f265e2_2017-05-28,72.08116
air_2545dd3a00f265e2_2017-05-29,39.19267
air_2545dd3a00f265e2_2017-05-30,37.33754
air_2545dd3a00f265e2_2017-05-31,48.04
air_256be208a979e023_2017-04-23,3.3671622
air_256be208a979e023_2017-04-24,2.2761478
air_256be208a979e023_2017-04-25,3.1780396
air_256be208a979e023_2017-04-26,5.61754
air_256be208a979e023_2017-04-27,4.869157
air_256be208a979e023_2017-04-28,8.794764
air_256be208a979e023_2017-04-29,10.102262
air_256be208a979e023_2017-04-30,3.5651588
air_256be208a979e023_2017-05-01,1.9671428
air_256be208a979e023_2017-05-02,2.7953544
air_256be208a979e023_2017-05-03,7.557019
air_256be208a979e023_2017-05-04,6.9533606
air_256be208a979e023_2017-05-05,12.499447
air_256be208a979e023_2017-05-06,7.719473
air_256be208a979e023_2017-05-07,3.3847857
air_256be208a979e023_2017-05-08,2.0939639
air_256be208a979e023_2017-05-09,2.922266
air_256be208a979e023_2017-05-10,4.4254208
air_256be208a979e023_2017-05-11,3.956491
air_256be208a979e023_2017-05-12,6.4386973
air_256be208a979e023_2017-05-13,8.937796
air_256be208a979e023_2017-05-14,3.5838795
air_256be208a979e023_2017-05-15,2.2459102
air_256be208a979e023_2017-05-16,3.1899567
air_256be208a979e023_2017-05-17,5.08443
air_256be208a979e023_2017-05-18,4.640461
air_256be208a979e023_2017-05-19,7.661772
air_256be208a979e023_2017-05-20,9.887953
air_256be208a979e023_2017-05-21,3.702426
air_256be208a979e023_2017-05-22,2.5307217
air_256be208a979e023_2017-05-23,3.3915834
air_256be208a979e023_2017-05-24,5.9930477
air_256be208a979e023_2017-05-25,5.4375854
air_256be208a979e023_2017-05-26,9.360621
air_256be208a979e023_2017-05-27,10.381429
air_256be208a979e023_2017-05-28,3.9171548
air_256be208a979e023_2017-05-29,3.048799
air_256be208a979e023_2017-05-30,3.838286
air_256be208a979e023_2017-05-31,7.3150434
air_2570ccb93badde68_2017-04-23,35.853947
air_2570ccb93badde68_2017-04-24,37.74394
air_2570ccb93badde68_2017-04-25,33.46353
air_2570ccb93badde68_2017-04-26,36.07874
air_2570ccb93badde68_2017-04-27,34.785877
air_2570ccb93badde68_2017-04-28,38.20464
air_2570ccb93badde68_2017-04-29,42.426155
air_2570ccb93badde68_2017-04-30,36.582348
air_2570ccb93badde68_2017-05-01,33.19739
air_2570ccb93badde68_2017-05-02,29.129126
air_2570ccb93badde68_2017-05-03,50.30235
air_2570ccb93badde68_2017-05-04,46.498436
air_2570ccb93badde68_2017-05-05,63.20066
air_2570ccb93badde68_2017-05-06,37.119995
air_2570ccb93badde68_2017-05-07,33.150997
air_2570ccb93badde68_2017-05-08,34.948215
air_2570ccb93badde68_2017-05-09,30.248156
air_2570ccb93badde68_2017-05-10,31.965637
air_2570ccb93badde68_2017-05-11,30.668402
air_2570ccb93badde68_2017-05-12,34.359364
air_2570ccb93badde68_2017-05-13,41.262444
air_2570ccb93badde68_2017-05-14,35.763046
air_2570ccb93badde68_2017-05-15,37.160023
air_2570ccb93badde68_2017-05-16,32.24711
air_2570ccb93badde68_2017-05-17,34.35085
air_2570ccb93badde68_2017-05-18,32.58923
air_2570ccb93badde68_2017-05-19,37.437263
air_2570ccb93badde68_2017-05-20,45.796436
air_2570ccb93badde68_2017-05-21,37.447857
air_2570ccb93badde68_2017-05-22,39.22409
air_2570ccb93badde68_2017-05-23,35.10287
air_2570ccb93badde68_2017-05-24,38.249645
air_2570ccb93badde68_2017-05-25,35.676548
air_2570ccb93badde68_2017-05-26,40.98766
air_2570ccb93badde68_2017-05-27,49.4667
air_2570ccb93badde68_2017-05-28,38.513634
air_2570ccb93badde68_2017-05-29,41.665874
air_2570ccb93badde68_2017-05-30,38.54681
air_2570ccb93badde68_2017-05-31,42.50979
air_258ad2619d7bff9a_2017-04-23,4.929878
air_258ad2619d7bff9a_2017-04-24,14.941156
air_258ad2619d7bff9a_2017-04-25,22.273258
air_258ad2619d7bff9a_2017-04-26,33.237705
air_258ad2619d7bff9a_2017-04-27,27.465746
air_258ad2619d7bff9a_2017-04-28,44.29027
air_258ad2619d7bff9a_2017-04-29,17.559616
air_258ad2619d7bff9a_2017-04-30,5.6756907
air_258ad2619d7bff9a_2017-05-01,14.342337
air_258ad2619d7bff9a_2017-05-02,18.946524
air_258ad2619d7bff9a_2017-05-03,28.236801
air_258ad2619d7bff9a_2017-05-04,18.310658
air_258ad2619d7bff9a_2017-05-05,29.72205
air_258ad2619d7bff9a_2017-05-06,22.949688
air_258ad2619d7bff9a_2017-05-07,4.630491
air_258ad2619d7bff9a_2017-05-08,15.071249
air_258ad2619d7bff9a_2017-05-09,20.437346
air_258ad2619d7bff9a_2017-05-10,28.676914
air_258ad2619d7bff9a_2017-05-11,23.065884
air_258ad2619d7bff9a_2017-05-12,40.746178
air_258ad2619d7bff9a_2017-05-13,24.59059
air_258ad2619d7bff9a_2017-05-14,4.9457493
air_258ad2619d7bff9a_2017-05-15,15.560198
air_258ad2619d7bff9a_2017-05-16,21.741415
air_258ad2619d7bff9a_2017-05-17,32.007114
air_258ad2619d7bff9a_2017-05-18,25.730665
air_258ad2619d7bff9a_2017-05-19,43.568596
air_258ad2619d7bff9a_2017-05-20,25.86285
air_258ad2619d7bff9a_2017-05-21,5.3066664
air_258ad2619d7bff9a_2017-05-22,16.516102
